meanmax.size,meanmean.size,alone,model
2.2,1.49111111111111,37,equal
2.06666666666667,1.35888888888889,46,equal
2.26666666666667,1.55333333333333,32,equal
1.93333333333333,1.39555555555556,40,equal
2,1.36666666666667,45,equal
2.06666666666667,1.33285714285714,49,equal
2.06666666666667,1.42952380952381,38,equal
2.13333333333333,1.50888888888889,33,equal
2.26666666666667,1.39666666666667,43,equal
2,1.40174603174603,45,equal
1.93333333333333,1.38333333333333,41,equal
2.06666666666667,1.34333333333333,49,equal
1.93333333333333,1.36555555555556,45,equal
2.26666666666667,1.35777777777778,49,equal
2.4,1.47,40,equal
2.06666666666667,1.43777777777778,42,equal
2.2,1.46555555555556,40,equal
2.13333333333333,1.31507936507937,52,equal
2.2,1.38777777777778,44,equal
2.2,1.44111111111111,38,equal
2.46666666666667,1.57111111111111,35,equal
2.13333333333333,1.37,43,equal
2.2,1.37777777777778,43,equal
1.86666666666667,1.38396825396825,41,equal
2.26666666666667,1.50111111111111,35,equal
2.13333333333333,1.34,45,equal
2.33333333333333,1.68777777777778,31,equal
2,1.34555555555556,43,equal
2.06666666666667,1.39777777777778,38,equal
2.13333333333333,1.45063492063492,44,equal
1.93333333333333,1.43888888888889,35,equal
2.06666666666667,1.34111111111111,49,equal
2.26666666666667,1.45777777777778,41,equal
2.13333333333333,1.47111111111111,36,equal
2.06666666666667,1.40777777777778,40,equal
2.26666666666667,1.49555555555556,35,equal
1.86666666666667,1.30333333333333,46,equal
2,1.42666666666667,40,equal
2.2,1.42333333333333,40,equal
1.93333333333333,1.26888888888889,53,equal
2.2,1.45444444444444,36,equal
2.33333333333333,1.43888888888889,40,equal
1.93333333333333,1.33555555555556,42,equal
2.2,1.49444444444444,35,equal
2,1.40444444444444,42,equal
1.93333333333333,1.39666666666667,39,equal
2,1.32333333333333,46,equal
2.46666666666667,1.58666666666667,34,equal
1.93333333333333,1.39444444444444,43,equal
2.13333333333333,1.46888888888889,39,equal
2.33333333333333,1.51777777777778,37,equal
2.06666666666667,1.43444444444444,41,equal
2.2,1.34222222222222,49,equal
2,1.31888888888889,49,equal
1.86666666666667,1.28111111111111,53,equal
1.86666666666667,1.30333333333333,49,equal
2.2,1.45111111111111,39,equal
2,1.32333333333333,45,equal
2,1.49111111111111,36,equal
2.2,1.38222222222222,46,equal
1.86666666666667,1.28666666666667,49,equal
2.06666666666667,1.36777777777778,46,equal
2.13333333333333,1.39666666666667,44,equal
2.2,1.43666666666667,36,equal
2.33333333333333,1.53333333333333,34,equal
2,1.33666666666667,47,equal
2.2,1.39555555555556,45,equal
1.93333333333333,1.27777777777778,51,equal
2.13333333333333,1.38111111111111,43,equal
2.2,1.46333333333333,37,equal
2.4,1.41,45,equal
2.26666666666667,1.4,41,equal
2.06666666666667,1.42,41,equal
2.4,1.49888888888889,41,equal
2.4,1.50222222222222,38,equal
2.4,1.52222222222222,35,equal
2,1.34111111111111,49,equal
2.2,1.46777777777778,42,equal
2.46666666666667,1.48333333333333,41,equal
2.26666666666667,1.42222222222222,44,equal
2,1.33777777777778,43,equal
1.86666666666667,1.28111111111111,49,equal
2.13333333333333,1.41222222222222,40,equal
2.06666666666667,1.41444444444444,39,equal
2,1.29507936507937,50,equal
2.2,1.37888888888889,46,equal
2.13333333333333,1.43222222222222,40,equal
2.2,1.36888888888889,45,equal
2.06666666666667,1.36555555555556,44,equal
2.06666666666667,1.43222222222222,39,equal
2.33333333333333,1.58666666666667,35,equal
1.93333333333333,1.35333333333333,47,equal
2.26666666666667,1.55730158730159,39,equal
2.06666666666667,1.36777777777778,50,equal
2.06666666666667,1.35777777777778,43,equal
2.33333333333333,1.51666666666667,37,equal
2.13333333333333,1.39444444444444,46,equal
2.13333333333333,1.43444444444444,38,equal
2.26666666666667,1.42777777777778,44,equal
2.4,1.42444444444444,44,equal
1.86666666666667,1.35777777777778,46,equal
2.2,1.43111111111111,38,equal
2.2,1.35111111111111,47,equal
2.26666666666667,1.48222222222222,37,equal
1.93333333333333,1.32444444444444,46,equal
1.86666666666667,1.29111111111111,50,equal
2.13333333333333,1.41111111111111,42,equal
2,1.33111111111111,43,equal
2.13333333333333,1.33,47,equal
2.06666666666667,1.41111111111111,39,equal
1.86666666666667,1.36,43,equal
2,1.36777777777778,41,equal
2,1.35555555555556,46,equal
2,1.29333333333333,51,equal
2.4,1.54333333333333,37,equal
2.06666666666667,1.40333333333333,45,equal
1.86666666666667,1.24111111111111,51,equal
2,1.32222222222222,48,equal
2,1.41333333333333,41,equal
1.86666666666667,1.23444444444444,56,equal
2.26666666666667,1.50555555555556,37,equal
2.13333333333333,1.3784126984127,44,equal
1.93333333333333,1.28777777777778,53,equal
2.06666666666667,1.43619047619048,43,equal
2,1.36555555555556,42,equal
2.13333333333333,1.42285714285714,42,equal
2.13333333333333,1.48,38,equal
2.26666666666667,1.52444444444444,37,equal
2.26666666666667,1.38,44,equal
1.93333333333333,1.39111111111111,39,equal
2.26666666666667,1.45222222222222,37,equal
2.2,1.50222222222222,35,equal
2.2,1.42777777777778,41,equal
2.2,1.48333333333333,36,equal
2.06666666666667,1.46444444444444,40,equal
1.86666666666667,1.30222222222222,47,equal
2.26666666666667,1.30888888888889,51,equal
2.06666666666667,1.34888888888889,44,equal
2.2,1.43333333333333,40,equal
2,1.26555555555556,54,equal
2.2,1.38777777777778,42,equal
2.2,1.44111111111111,41,equal
2,1.38666666666667,39,equal
2,1.36888888888889,42,equal
2.2,1.42555555555556,41,equal
2,1.39333333333333,43,equal
2.13333333333333,1.29,51,equal
2.06666666666667,1.33222222222222,44,equal
1.86666666666667,1.33,45,equal
2.13333333333333,1.40174603174603,47,equal
1.93333333333333,1.36111111111111,41,equal
1.93333333333333,1.24333333333333,57,equal
2,1.39333333333333,47,equal
1.8,1.35555555555556,41,equal
1.93333333333333,1.27333333333333,51,equal
2.06666666666667,1.36777777777778,43,equal
1.93333333333333,1.26507936507937,51,equal
2,1.42888888888889,41,equal
2.46666666666667,1.46555555555556,40,equal
2,1.38444444444444,39,equal
2,1.38777777777778,41,equal
2.06666666666667,1.34555555555556,45,equal
2.13333333333333,1.38555555555556,41,equal
2.13333333333333,1.5,37,equal
2.13333333333333,1.43444444444444,41,equal
2.33333333333333,1.42111111111111,40,equal
2.06666666666667,1.42222222222222,43,equal
2.13333333333333,1.40888888888889,39,equal
2.2,1.38777777777778,43,equal
2.26666666666667,1.37333333333333,46,equal
2,1.36888888888889,41,equal
2.33333333333333,1.40555555555556,44,equal
2.06666666666667,1.34777777777778,50,equal
2,1.38444444444444,40,equal
2.06666666666667,1.46111111111111,34,equal
2.06666666666667,1.34111111111111,47,equal
2.13333333333333,1.34111111111111,46,equal
2.06666666666667,1.31888888888889,46,equal
2.13333333333333,1.32,48,equal
2.26666666666667,1.35666666666667,46,equal
2,1.36444444444444,43,equal
2.06666666666667,1.39777777777778,40,equal
2,1.25111111111111,55,equal
2.2,1.37,45,equal
2.2,1.42222222222222,44,equal
1.73333333333333,1.25555555555556,53,equal
2.06666666666667,1.41444444444444,39,equal
2.26666666666667,1.38333333333333,45,equal
2.2,1.50777777777778,34,equal
2.06666666666667,1.40444444444444,41,equal
2.06666666666667,1.32666666666667,47,equal
2,1.31666666666667,46,equal
2.06666666666667,1.41888888888889,44,equal
1.93333333333333,1.36555555555556,44,equal
2.13333333333333,1.43888888888889,38,equal
2,1.37111111111111,45,equal
1.86666666666667,1.29333333333333,49,equal
2,1.37111111111111,47,equal
2.26666666666667,1.44555555555556,40,equal
2.06666666666667,1.29888888888889,51,equal
1.93333333333333,1.30888888888889,49,equal
2.26666666666667,1.41111111111111,48,equal
2,1.33,46,equal
2.26666666666667,1.4,44,equal
2.2,1.34111111111111,50,equal
2.13333333333333,1.39444444444444,42,equal
2.26666666666667,1.37555555555556,49,equal
2.2,1.46666666666667,34,equal
2,1.40222222222222,38,equal
2.13333333333333,1.50555555555556,44,equal
2.2,1.54777777777778,35,equal
2.13333333333333,1.35222222222222,48,equal
1.93333333333333,1.33333333333333,49,equal
1.93333333333333,1.34,44,equal
2.2,1.38888888888889,45,equal
2.4,1.52222222222222,33,equal
2.26666666666667,1.37222222222222,47,equal
2.13333333333333,1.35888888888889,44,equal
2.2,1.52222222222222,33,equal
2,1.40333333333333,40,equal
1.73333333333333,1.29888888888889,49,equal
2.06666666666667,1.35555555555556,45,equal
2,1.32444444444444,48,equal
2,1.34777777777778,47,equal
1.86666666666667,1.25333333333333,53,equal
2.2,1.54666666666667,34,equal
2.06666666666667,1.35777777777778,45,equal
2.26666666666667,1.46333333333333,37,equal
2.06666666666667,1.32888888888889,46,equal
2.13333333333333,1.45666666666667,35,equal
2.06666666666667,1.47888888888889,36,equal
2.33333333333333,1.40666666666667,42,equal
1.86666666666667,1.32888888888889,45,equal
2.06666666666667,1.33444444444444,44,equal
2,1.40111111111111,44,equal
1.93333333333333,1.24,53,equal
2.26666666666667,1.49,38,equal
2.2,1.44444444444444,38,equal
2.26666666666667,1.53333333333333,35,equal
1.86666666666667,1.37111111111111,40,equal
2.13333333333333,1.4,44,equal
2.2,1.41111111111111,40,equal
2.2,1.48222222222222,37,equal
2.06666666666667,1.42777777777778,39,equal
2.13333333333333,1.41444444444444,40,equal
2.06666666666667,1.29111111111111,54,equal
2.4,1.5584126984127,39,equal
1.93333333333333,1.30888888888889,50,equal
2.2,1.36555555555556,45,equal
2.26666666666667,1.42396825396825,41,equal
2.06666666666667,1.32,47,equal
2.06666666666667,1.45333333333333,39,equal
2,1.38555555555556,42,equal
2.26666666666667,1.51555555555556,37,equal
2.2,1.52,32,equal
2,1.33777777777778,44,equal
2.06666666666667,1.38444444444444,41,equal
2.4,1.46888888888889,42,equal
2.26666666666667,1.52111111111111,34,equal
2.26666666666667,1.38222222222222,45,equal
2.26666666666667,1.45666666666667,38,equal
2.06666666666667,1.36,42,equal
1.86666666666667,1.26730158730159,51,equal
2.06666666666667,1.51,34,equal
2.26666666666667,1.37777777777778,45,equal
2.33333333333333,1.49333333333333,38,equal
2.06666666666667,1.37555555555556,42,equal
2,1.35666666666667,46,equal
2.2,1.43444444444444,40,equal
2.2,1.33777777777778,47,equal
2.13333333333333,1.34555555555556,45,equal
1.93333333333333,1.29333333333333,52,equal
1.93333333333333,1.29666666666667,49,equal
2.06666666666667,1.42111111111111,38,equal
2.2,1.34777777777778,49,equal
2.2,1.39666666666667,44,equal
2.06666666666667,1.58666666666667,26,equal
2.06666666666667,1.35,48,equal
2.46666666666667,1.48444444444444,38,equal
2,1.36444444444444,41,equal
2.06666666666667,1.44777777777778,45,equal
2,1.28111111111111,54,equal
2.06666666666667,1.33333333333333,46,equal
2.13333333333333,1.46444444444444,36,equal
2.2,1.34444444444444,48,equal
2.2,1.43,41,equal
2.13333333333333,1.42777777777778,41,equal
2,1.34333333333333,49,equal
2.06666666666667,1.43555555555556,39,equal
2.13333333333333,1.41555555555556,39,equal
2.33333333333333,1.56111111111111,35,equal
2,1.29333333333333,48,equal
2,1.31444444444444,46,equal
2.2,1.35444444444444,46,equal
1.93333333333333,1.32666666666667,42,equal
2.2,1.44555555555556,43,equal
2,1.44888888888889,42,equal
2.2,1.38,42,equal
2.13333333333333,1.34444444444444,47,equal
2.06666666666667,1.37222222222222,43,equal
2.26666666666667,1.47888888888889,37,equal
2.33333333333333,1.60444444444444,32,equal
2.2,1.54444444444444,28,equal
2.2,1.42111111111111,41,equal
2,1.39,40,equal
2.13333333333333,1.46111111111111,38,equal
2.2,1.33111111111111,50,equal
2.13333333333333,1.62444444444444,35,equal
1.93333333333333,1.38777777777778,47,equal
2.06666666666667,1.38666666666667,42,equal
1.8,1.25222222222222,52,equal
2.06666666666667,1.36111111111111,43,equal
2.06666666666667,1.39888888888889,42,equal
2.2,1.41666666666667,42,equal
2.26666666666667,1.41,41,equal
2.26666666666667,1.49111111111111,37,equal
2,1.37666666666667,45,equal
2.06666666666667,1.40888888888889,42,equal
1.93333333333333,1.33888888888889,47,equal
2.06666666666667,1.33888888888889,48,equal
2.33333333333333,1.61444444444444,35,equal
2.06666666666667,1.46888888888889,38,equal
2,1.34285714285714,46,equal
2.2,1.47222222222222,35,equal
2.06666666666667,1.44555555555556,40,equal
1.86666666666667,1.36,43,equal
2.06666666666667,1.36333333333333,43,equal
2.13333333333333,1.44666666666667,44,equal
2.06666666666667,1.40333333333333,38,equal
2.06666666666667,1.35333333333333,45,equal
2.26666666666667,1.39444444444444,44,equal
2,1.48333333333333,36,equal
2,1.38396825396825,45,equal
2.13333333333333,1.35888888888889,43,equal
2.26666666666667,1.42666666666667,39,equal
2.2,1.45333333333333,39,equal
2.4,1.51444444444444,42,equal
2.06666666666667,1.40888888888889,41,equal
2.2,1.35396825396825,46,equal
2.06666666666667,1.32444444444444,48,equal
2,1.33666666666667,47,equal
2.26666666666667,1.40222222222222,43,equal
2.13333333333333,1.36555555555556,48,equal
2.06666666666667,1.38666666666667,42,equal
2.06666666666667,1.46222222222222,39,equal
2.06666666666667,1.33111111111111,44,equal
2.53333333333333,1.56444444444444,39,equal
2.13333333333333,1.42777777777778,37,equal
2,1.32952380952381,49,equal
1.93333333333333,1.39,38,equal
2.2,1.55111111111111,34,equal
2,1.44444444444444,36,equal
2.4,1.50666666666667,39,equal
2,1.32444444444444,48,equal
2.13333333333333,1.34888888888889,45,equal
2.33333333333333,1.46619047619048,41,equal
2.2,1.50444444444444,34,equal
2.06666666666667,1.4,45,equal
2,1.41777777777778,38,equal
2.13333333333333,1.43555555555556,40,equal
2.2,1.48222222222222,36,equal
2.26666666666667,1.49333333333333,39,equal
2.06666666666667,1.33888888888889,47,equal
2.06666666666667,1.29777777777778,48,equal
2,1.33222222222222,43,equal
2.13333333333333,1.4284126984127,42,equal
2,1.33666666666667,46,equal
2.26666666666667,1.48111111111111,39,equal
2.2,1.35396825396825,46,equal
2.06666666666667,1.35063492063492,45,equal
2.2,1.51888888888889,38,equal
2.26666666666667,1.42111111111111,42,equal
2,1.33,46,equal
1.86666666666667,1.31222222222222,46,equal
2.4,1.49555555555556,38,equal
2.13333333333333,1.44555555555556,42,equal
2.33333333333333,1.45,40,equal
2,1.34444444444444,45,equal
2.13333333333333,1.40730158730159,43,equal
2.06666666666667,1.46666666666667,39,equal
1.8,1.26333333333333,52,equal
2.2,1.43777777777778,39,equal
2.13333333333333,1.40555555555556,39,equal
2,1.31222222222222,49,equal
2.26666666666667,1.46555555555556,43,equal
2.2,1.32888888888889,50,equal
2.06666666666667,1.32222222222222,47,equal
1.86666666666667,1.38666666666667,38,equal
2.2,1.40555555555556,40,equal
2.06666666666667,1.27555555555556,54,equal
2.2,1.45,42,equal
1.93333333333333,1.38222222222222,48,equal
2,1.40555555555556,42,equal
2.26666666666667,1.52444444444444,33,equal
2.06666666666667,1.44111111111111,41,equal
2.4,1.47,41,equal
2.13333333333333,1.37666666666667,44,equal
2.46666666666667,1.53,34,equal
2.2,1.44555555555556,46,equal
2.13333333333333,1.36111111111111,47,equal
2.13333333333333,1.37,47,equal
2.06666666666667,1.42777777777778,42,equal
2.33333333333333,1.51,35,equal
2,1.30555555555556,50,equal
2.33333333333333,1.58222222222222,34,equal
2.33333333333333,1.35,46,equal
2,1.28333333333333,52,equal
2.13333333333333,1.37,45,equal
2.26666666666667,1.46444444444444,39,equal
2.06666666666667,1.41111111111111,39,equal
2.13333333333333,1.37444444444444,44,equal
2.2,1.50333333333333,36,equal
2.2,1.46777777777778,37,equal
2.13333333333333,1.32333333333333,48,equal
2.13333333333333,1.40444444444444,41,equal
2.26666666666667,1.39444444444444,46,equal
2.13333333333333,1.41777777777778,40,equal
2.13333333333333,1.38777777777778,41,equal
2.2,1.38285714285714,44,equal
2.2,1.40555555555556,40,equal
2.4,1.41,45,equal
1.8,1.26444444444444,54,equal
1.93333333333333,1.35111111111111,43,equal
2,1.37,45,equal
2.06666666666667,1.36888888888889,46,equal
2.26666666666667,1.43111111111111,42,equal
1.93333333333333,1.30888888888889,47,equal
2.33333333333333,1.38888888888889,46,equal
1.73333333333333,1.30777777777778,47,equal
2.06666666666667,1.46,40,equal
2.06666666666667,1.44777777777778,38,equal
2.13333333333333,1.38888888888889,41,equal
1.8,1.29444444444444,47,equal
2.2,1.35952380952381,49,equal
2.13333333333333,1.43555555555556,37,equal
1.93333333333333,1.28,54,equal
1.86666666666667,1.29333333333333,49,equal
2.33333333333333,1.44888888888889,41,equal
2.2,1.49,37,equal
2.06666666666667,1.38888888888889,44,equal
2.2,1.38777777777778,44,equal
1.86666666666667,1.31888888888889,46,equal
2.13333333333333,1.44,37,equal
2.33333333333333,1.51174603174603,38,equal
2,1.42888888888889,36,equal
2.13333333333333,1.51,41,equal
2.33333333333333,1.50222222222222,39,equal
2.06666666666667,1.43666666666667,38,equal
2.2,1.38444444444444,43,equal
2.06666666666667,1.40444444444444,41,equal
1.86666666666667,1.35,43,equal
1.93333333333333,1.30555555555556,46,equal
2.33333333333333,1.51,37,equal
2.4,1.44555555555556,42,equal
1.93333333333333,1.37555555555556,44,equal
2.2,1.43222222222222,42,equal
2,1.38555555555556,41,equal
1.93333333333333,1.34333333333333,45,equal
2.06666666666667,1.46222222222222,35,equal
2.06666666666667,1.43,42,equal
2.46666666666667,1.42333333333333,43,equal
2,1.35666666666667,48,equal
1.93333333333333,1.30111111111111,49,equal
2.26666666666667,1.53444444444444,32,equal
2.33333333333333,1.42,42,equal
2,1.37777777777778,46,equal
1.93333333333333,1.38,49,equal
2,1.41777777777778,38,equal
1.86666666666667,1.32444444444444,43,equal
1.86666666666667,1.33333333333333,45,equal
1.8,1.35666666666667,44,equal
2.46666666666667,1.53888888888889,37,equal
2.06666666666667,1.35333333333333,45,equal
2.06666666666667,1.37444444444444,47,equal
2.26666666666667,1.34444444444444,48,equal
2.06666666666667,1.40333333333333,42,equal
2.2,1.49111111111111,38,equal
2.2,1.46111111111111,41,equal
2.33333333333333,1.47111111111111,39,equal
2.2,1.41619047619048,46,equal
1.93333333333333,1.29111111111111,50,equal
1.93333333333333,1.42555555555556,34,equal
2.4,1.48666666666667,40,equal
2.33333333333333,1.46555555555556,38,equal
2.06666666666667,1.35444444444444,47,equal
1.86666666666667,1.33777777777778,46,equal
2.46666666666667,1.46666666666667,40,equal
2.4,1.46444444444444,39,equal
2,1.31444444444444,52,equal
1.86666666666667,1.29111111111111,51,equal
2.33333333333333,1.42888888888889,40,equal
2.06666666666667,1.36444444444444,45,equal
2.2,1.35444444444444,44,equal
1.86666666666667,1.31222222222222,47,equal
2.4,1.43444444444444,41,equal
1.8,1.30444444444444,52,equal
2.13333333333333,1.41333333333333,42,equal
1.93333333333333,1.43333333333333,37,equal
2.06666666666667,1.42555555555556,42,equal
2.13333333333333,1.46333333333333,41,equal
2.13333333333333,1.46333333333333,36,equal
2.2,1.47444444444444,37,equal
2.13333333333333,1.38111111111111,43,equal
2.2,1.41888888888889,47,equal
2.06666666666667,1.37666666666667,43,equal
2,1.38888888888889,43,equal
2.06666666666667,1.35,45,equal
2.13333333333333,1.33,49,equal
2.06666666666667,1.30333333333333,51,equal
2.06666666666667,1.31666666666667,52,equal
2.13333333333333,1.31555555555556,47,equal
2.26666666666667,1.37777777777778,43,equal
2.06666666666667,1.39396825396825,41,equal
2.26666666666667,1.46222222222222,38,equal
2.2,1.3684126984127,46,equal
1.8,1.28666666666667,48,equal
2.26666666666667,1.45111111111111,40,equal
2.06666666666667,1.33730158730159,47,equal
1.86666666666667,1.27666666666667,48,equal
2.2,1.33111111111111,46,equal
2.13333333333333,1.40507936507937,42,equal
2.2,1.48444444444444,41,equal
1.93333333333333,1.45,44,equal
2.4,1.50111111111111,41,equal
1.93333333333333,1.33111111111111,44,equal
1.93333333333333,1.32666666666667,45,equal
2,1.38111111111111,42,equal
2.13333333333333,1.46111111111111,38,equal
2.2,1.54444444444444,33,equal
2,1.36888888888889,45,equal
2.33333333333333,1.50444444444444,39,equal
2,1.30222222222222,48,equal
2.13333333333333,1.40063492063492,41,equal
2,1.29666666666667,50,equal
2.26666666666667,1.43222222222222,39,equal
2.13333333333333,1.37888888888889,41,equal
2.13333333333333,1.36333333333333,44,equal
2.13333333333333,1.37888888888889,47,equal
1.8,1.26666666666667,49,equal
2,1.30619047619048,51,equal
2.13333333333333,1.44222222222222,39,equal
2.33333333333333,1.47555555555556,36,equal
2.06666666666667,1.32666666666667,47,equal
2.26666666666667,1.41,46,equal
2.13333333333333,1.36666666666667,43,equal
1.93333333333333,1.33444444444444,48,equal
2.2,1.43888888888889,38,equal
2,1.28888888888889,50,equal
2.06666666666667,1.32111111111111,48,equal
2.13333333333333,1.30777777777778,50,equal
2.06666666666667,1.39777777777778,43,equal
2.26666666666667,1.47888888888889,35,equal
2.06666666666667,1.39111111111111,41,equal
2.13333333333333,1.44444444444444,37,equal
2.26666666666667,1.46777777777778,35,equal
2.33333333333333,1.55555555555556,33,equal
1.93333333333333,1.35,43,equal
2.33333333333333,1.46444444444444,41,equal
1.93333333333333,1.36555555555556,44,equal
2.26666666666667,1.51222222222222,39,equal
2.33333333333333,1.41555555555556,42,equal
2.06666666666667,1.42,38,equal
1.8,1.24111111111111,55,equal
2.06666666666667,1.29285714285714,48,equal
2.2,1.37,44,equal
1.93333333333333,1.31888888888889,49,equal
2.4,1.49111111111111,38,equal
2.06666666666667,1.29777777777778,52,equal
2.2,1.34444444444444,46,equal
2.06666666666667,1.29222222222222,52,equal
2,1.32333333333333,45,equal
2.2,1.38777777777778,44,equal
2.2,1.39666666666667,42,equal
2.06666666666667,1.31888888888889,47,equal
2,1.36333333333333,42,equal
2.2,1.45444444444444,38,equal
2.13333333333333,1.38555555555556,45,equal
2.2,1.47222222222222,41,equal
2.2,1.48444444444444,39,equal
2.2,1.44222222222222,38,equal
1.93333333333333,1.32,47,equal
2.06666666666667,1.45,38,equal
1.93333333333333,1.27174603174603,52,equal
1.93333333333333,1.31555555555556,47,equal
2.06666666666667,1.45111111111111,35,equal
2.13333333333333,1.48777777777778,39,equal
2.13333333333333,1.40666666666667,42,equal
2.33333333333333,1.54222222222222,37,equal
2.06666666666667,1.33777777777778,45,equal
2.06666666666667,1.35,47,equal
2.26666666666667,1.42,39,equal
2.26666666666667,1.34730158730159,50,equal
2,1.36222222222222,48,equal
2.13333333333333,1.40333333333333,41,equal
2.06666666666667,1.3,51,equal
2.26666666666667,1.50111111111111,37,equal
2.46666666666667,1.49555555555556,40,equal
2.06666666666667,1.40888888888889,39,equal
2.2,1.37888888888889,46,equal
1.93333333333333,1.43777777777778,39,equal
2.26666666666667,1.44666666666667,39,equal
1.86666666666667,1.28111111111111,49,equal
2,1.33,48,equal
2,1.41444444444444,37,equal
2.2,1.42444444444444,43,equal
2.46666666666667,1.49777777777778,42,equal
2.06666666666667,1.32555555555556,46,equal
2,1.35888888888889,41,equal
2.13333333333333,1.37333333333333,43,equal
2.4,1.61,30,equal
2.26666666666667,1.50666666666667,44,equal
2,1.37507936507937,46,equal
2.13333333333333,1.32063492063492,47,equal
2.06666666666667,1.41888888888889,44,equal
2.2,1.47,37,equal
1.93333333333333,1.31111111111111,48,equal
2.13333333333333,1.45222222222222,38,equal
2.2,1.41555555555556,40,equal
2.4,1.40888888888889,51,equal
2.2,1.40555555555556,40,equal
2.26666666666667,1.54888888888889,38,equal
2.4,1.58111111111111,34,equal
1.93333333333333,1.35444444444444,43,equal
2.13333333333333,1.40888888888889,40,equal
2.33333333333333,1.52666666666667,34,equal
2.13333333333333,1.46222222222222,38,equal
2.4,1.45111111111111,41,equal
2.26666666666667,1.49333333333333,37,equal
2.2,1.37666666666667,43,equal
2.06666666666667,1.40444444444444,38,equal
1.93333333333333,1.32222222222222,45,equal
2.6,1.57666666666667,34,equal
2.26666666666667,1.46888888888889,43,equal
1.93333333333333,1.23444444444444,55,equal
2.06666666666667,1.46666666666667,37,equal
2,1.36063492063492,43,equal
2.4,1.43333333333333,41,equal
2.06666666666667,1.37333333333333,43,equal
2.26666666666667,1.36285714285714,48,equal
2.26666666666667,1.40444444444444,43,equal
2.26666666666667,1.44666666666667,40,equal
2.26666666666667,1.55333333333333,36,equal
2,1.28666666666667,49,equal
2.06666666666667,1.53222222222222,35,equal
2.26666666666667,1.5,39,equal
2,1.30333333333333,49,equal
2,1.30888888888889,47,equal
1.93333333333333,1.39666666666667,37,equal
2.2,1.44888888888889,36,equal
2.2,1.38666666666667,46,equal
1.93333333333333,1.35111111111111,45,equal
1.93333333333333,1.30111111111111,46,equal
2.33333333333333,1.47555555555556,38,equal
2,1.33777777777778,49,equal
2.06666666666667,1.38444444444444,40,equal
2.33333333333333,1.43555555555556,40,equal
1.93333333333333,1.36730158730159,48,equal
2,1.45111111111111,35,equal
2.13333333333333,1.41444444444444,47,equal
1.86666666666667,1.36333333333333,41,equal
2.26666666666667,1.47666666666667,38,equal
2.33333333333333,1.46444444444444,38,equal
2.4,1.55666666666667,33,equal
1.93333333333333,1.27777777777778,51,equal
1.86666666666667,1.31444444444444,46,equal
2.13333333333333,1.4,40,equal
2,1.35222222222222,45,equal
1.93333333333333,1.36222222222222,44,equal
2.13333333333333,1.36444444444444,49,equal
2.33333333333333,1.48,41,equal
2.2,1.41222222222222,45,equal
2.06666666666667,1.32666666666667,49,equal
2.26666666666667,1.42555555555556,42,equal
2.33333333333333,1.45666666666667,43,equal
2.06666666666667,1.43555555555556,36,equal
2.06666666666667,1.43222222222222,37,equal
2.2,1.35555555555556,46,equal
2.26666666666667,1.43222222222222,40,equal
1.93333333333333,1.36444444444444,43,equal
2.06666666666667,1.40444444444444,39,equal
2.06666666666667,1.36777777777778,43,equal
2.13333333333333,1.39555555555556,46,equal
2.2,1.47555555555556,36,equal
2.26666666666667,1.42,43,equal
1.93333333333333,1.31111111111111,47,equal
2.2,1.47222222222222,41,equal
2,1.38777777777778,39,equal
2.4,1.41222222222222,44,equal
1.86666666666667,1.33111111111111,49,equal
2.26666666666667,1.47555555555556,41,equal
1.93333333333333,1.35777777777778,44,equal
2.13333333333333,1.42888888888889,39,equal
2,1.43444444444444,39,equal
1.8,1.25888888888889,49,equal
2.13333333333333,1.32666666666667,45,equal
2.13333333333333,1.43222222222222,43,equal
2,1.39222222222222,44,equal
1.93333333333333,1.32111111111111,47,equal
2,1.39555555555556,40,equal
2.53333333333333,1.70444444444444,29,equal
1.93333333333333,1.38666666666667,39,equal
2.13333333333333,1.42777777777778,42,equal
2.2,1.45,39,equal
1.93333333333333,1.33111111111111,46,equal
2,1.33777777777778,46,equal
2.46666666666667,1.51555555555556,34,equal
2.06666666666667,1.30555555555556,52,equal
1.93333333333333,1.27444444444444,53,equal
2.26666666666667,1.49222222222222,42,equal
2.06666666666667,1.30888888888889,49,equal
2.53333333333333,1.59666666666667,33,equal
2.2,1.41222222222222,43,equal
2,1.45,41,equal
2.06666666666667,1.35444444444444,42,equal
2,1.41888888888889,40,equal
2.06666666666667,1.37777777777778,43,equal
2.13333333333333,1.40333333333333,44,equal
1.66666666666667,1.22888888888889,57,equal
2.06666666666667,1.43,38,equal
2,1.37396825396825,46,equal
2.13333333333333,1.45777777777778,38,equal
2.06666666666667,1.36285714285714,45,equal
1.93333333333333,1.4,43,equal
2.06666666666667,1.45333333333333,37,equal
2.06666666666667,1.33222222222222,47,equal
2.13333333333333,1.40333333333333,41,equal
2.33333333333333,1.51333333333333,34,equal
2.4,1.52888888888889,37,equal
2.06666666666667,1.47,42,equal
1.93333333333333,1.28888888888889,50,equal
2.4,1.58666666666667,33,equal
2.13333333333333,1.38666666666667,44,equal
2.06666666666667,1.44111111111111,40,equal
1.93333333333333,1.32,46,equal
1.93333333333333,1.36111111111111,44,equal
2.2,1.40952380952381,46,equal
1.86666666666667,1.25222222222222,54,equal
1.8,1.32,48,equal
2.13333333333333,1.45444444444444,37,equal
2.4,1.45444444444444,42,equal
