Experiment_ID,Choice_1,Choice_0,Feed_Date,Trial_Date,Food_Deprivation_Length,Animal,Arena_Position,Choice,Acclimation,area_chosen,area_other,berghia_length,track_intersection,path_sense_beh,radius_chosen,radius_other,rel_radius_chosen,rel_radius_other,rel_size_diff,size_diff,latency_2_choose
SG070621 Intact_vs_Feeding,Feeding_Conspecific,Intact,6/29/2021,7/6/2021,7,27,B2,0,asw+anemone,0.234,0.189,0.714,,,0.27291851,0.245276514,0.38223881,0.34352453,0.03871428,0.027641996,60
SG070621 Intact_vs_Feeding,Feeding_Conspecific,Intact,6/29/2021,7/6/2021,7,28,C2,1,asw+anemone,0.075,0.204,0.911,,,0.154509681,0.254823894,0.169604479,0.279718873,-0.110114394,-0.100314213,480
SG031921_intact_vs_cut,Bisected_Anemone,Intact,3/12/2021,3/19/2021,7,1,A1,0,asw,0.032,0.019,0.038,,,0.100925301,0.077768167,2.655928971,2.046530717,0.609398253,0.023157134,2160
SG031921_intact_vs_cut,Bisected_Anemone,Intact,3/12/2021,3/19/2021,7,2,B1,1,asw,0.01,0.018,0.613,,,0.056418958,0.075693976,0.092037452,0.1234812,-0.031443748,-0.019275017,300
SG031921_intact_vs_cut,Bisected_Anemone,Intact,3/12/2021,3/19/2021,7,3,C1,1,asw,0.013,0.039,0.503,,,0.06432751,0.111418515,0.127887693,0.221507983,-0.093620289,-0.047091006,600
SG031921_intact_vs_cut,Bisected_Anemone,Intact,3/12/2021,3/19/2021,7,5,B2,1,asw,0.023,0.051,0.36,,,0.085563587,0.127411947,0.23767663,0.353922075,-0.116245445,-0.04184836,180
SG031921_intact_vs_cut,Bisected_Anemone,Intact,3/12/2021,3/19/2021,7,6,C2,0,asw,0.056,0.033,0.495,,,0.133511624,0.102490128,0.269720452,0.207050763,0.062669689,0.031021496,1620
SG031921_intact_vs_cut,Bisected_Anemone,Intact,3/12/2021,3/19/2021,7,8,B1,0,asw,0.036,0.01,0.533,,,0.107047447,0.056418958,0.200839488,0.105851704,0.094987784,0.050628489,240
SG031921_intact_vs_cut,Bisected_Anemone,Intact,3/12/2021,3/19/2021,7,9,C1,0,asw,0.035,0.013,0.376,,,0.105550206,0.06432751,0.280718633,0.171083803,0.109634831,0.041222696,1200
SG031921_intact_vs_cut,Bisected_Anemone,Intact,3/12/2021,3/19/2021,7,10,A2,0,asw,0.033,0.015,0.462,,,0.102490128,0.06909883,0.221840103,0.149564567,0.072275536,0.033391298,1020
SG031921_intact_vs_cut,Bisected_Anemone,Intact,3/12/2021,3/19/2021,7,11,B2,0,asw,0.066,0.022,0.511,,,0.144942928,0.083682839,0.283645652,0.163762894,0.119882759,0.06126009,720
SG031921_intact_vs_cut,Bisected_Anemone,Intact,3/12/2021,3/19/2021,7,12,C2,0,asw,0.018,0.018,0.278,,,0.075693976,0.075693976,0.272280488,0.272280488,0,0,1140
SG032621Intact_vs_injured,Bisected_Anemone,Intact,3/19/2021,3/26/2021,7,7,A1,0,asw,0.177,0.092,0.597,,,0.237362276,0.171127174,0.397591751,0.286645182,0.11094657,0.066235102,345
SG032621Intact_vs_injured,Bisected_Anemone,Intact,3/19/2021,3/26/2021,7,8,B1,1,asw,0.155,0.181,0.499,,,0.222121661,0.240029351,0.44513359,0.481020744,-0.035887154,-0.01790769,116
SG032621Intact_vs_injured,Bisected_Anemone,Intact,3/19/2021,3/26/2021,7,9,C1,1,asw,0.039,0.049,0.586,,,0.111418515,0.124888688,0.190133985,0.213120628,-0.022986643,-0.013470173,95
SG032621Intact_vs_injured,Bisected_Anemone,Intact,3/19/2021,3/26/2021,7,10,A2,0,asw,0.174,0.154,0.524,,,0.235342134,0.22140398,0.449126211,0.42252668,0.026599531,0.013938154,42
SG032621Intact_vs_injured,Bisected_Anemone,Intact,3/19/2021,3/26/2021,7,11,B2,0,asw,0.043,0.146,0.521,,,0.116992842,0.215576537,0.224554399,0.413774544,-0.189220144,-0.098583695,126
SG032621Intact_vs_injured,Bisected_Anemone,Intact,3/19/2021,3/26/2021,7,12,C2,0,asw,0.286,0.084,0.741,,,0.301722766,0.163517676,0.40718322,0.220671628,0.186511592,0.13820509,73
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,13,A1,1,asw,0.046,0.139,0.725,,,0.121005185,0.210345131,0.166903703,0.290131215,-0.123227512,-0.089339946,120
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,14,B1,0,asw,0.128,0.065,0.711,,,0.201850602,0.143840685,0.283896768,0.202307574,0.081589194,0.058009917,60
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,15,C1,0,asw,0.047,0.028,0.723,,,0.122313387,0.094406974,0.169174809,0.130576728,0.038598081,0.027906413,120
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,16,A2,1,asw,0.034,0.105,0.606,,,0.104031419,0.18281832,0.171669008,0.301680396,-0.130011388,-0.078786901,60
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,17,B2,1,asw,0.065,0.086,0.594,,,0.143840685,0.165452864,0.242156035,0.278540175,-0.03638414,-0.021612179,540
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,18,C2,1,asw,0.1,0.052,0.71,,,0.178412412,0.12865502,0.251285087,0.181204253,0.070080834,0.049757392,60
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,19,A1,0,asw,0.092,0.076,0.488,,,0.171127174,0.155536335,0.350670438,0.318721997,0.031948441,0.015590839,420
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,20,B1,1,asw,0.029,0.129,0.572,,,0.096078024,0.202637547,0.167968573,0.354261445,-0.186292872,-0.106559523,120
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,21,C1,0,asw,0.092,0.131,0.414,,,0.171127174,0.204202339,0.413350661,0.493242364,-0.079891703,-0.033075165,180
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,22,A2,0,asw,0.118,0.059,0.637,,,0.193805486,0.137041174,0.304247231,0.215135281,0.089111951,0.056764313,180
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,23,B2,0,asw,0.04,0.091,0.837,,,0.112837917,0.170194593,0.134812326,0.203338821,-0.068526496,-0.057356677,60
SG040921Intact_vs_injured,Bisected_Anemone,Intact,4/2/2021,4/9/2021,7,24,C2,1,asw,0.035,0.06,0.537,,,0.105550206,0.13819766,0.196555319,0.257351322,-0.060796003,-0.032647454,600
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,1,A1,0,asw+anemone,0.226,0.241,0.701,,,0.268212666,0.276970545,0.38261436,0.395107767,-0.012493407,-0.008757878,60
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,2,B1,0,asw+anemone,0.17,0.087,0.667,,,0.232621325,0.166412019,0.348757608,0.249493282,0.099264326,0.066209305,60
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,3,C1,0,asw+anemone,0.082,0.155,0.625,,,0.16155931,0.222121661,0.258494896,0.355394658,-0.096899762,-0.060562351,120
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,4,A2,1,asw+anemone,0.079,0.074,0.758,,,0.15857642,0.15347616,0.20920372,0.202475145,0.006728576,0.00510026,120
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,5,B2,0,asw+anemone,0.14,0.159,0.573,,,0.211100412,0.224969491,0.368412587,0.392616913,-0.024204326,-0.013869079,60
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,6,C2,0,asw+anemone,0.161,0.169,0.476,,,0.226379972,0.231936135,0.475588176,0.487260788,-0.011672612,-0.005556163,120
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,7,A1,0,asw+anemone,0.142,0.148,0.84,,,0.212602925,0.217048066,0.253098721,0.258390555,-0.005291835,-0.004445141,60
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,8,B1,0,asw+anemone,0.082,0.146,0.653,,,0.16155931,0.215576537,0.247410888,0.330132522,-0.082721634,-0.054017227,120
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,9,C1,1,asw+anemone,0.161,0.056,0.446,,,0.226379972,0.133511624,0.507578412,0.299353416,0.208224996,0.092868348,60
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,10,A2,1,asw+anemone,0.111,0.12,0.523,,,0.187969139,0.195441005,0.35940562,0.37369217,-0.014286549,-0.007471865,120
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,11,B2,0,asw+anemone,0.173,0.067,0.646,,,0.234664889,0.146036853,0.363258343,0.22606324,0.137195103,0.088628037,60
SG062421_Intact_vs_Injured,Munched_Anemone,Intact,6/17/2021,6/24/2021,7,12,C2,0,asw+anemone,0.141,0.059,0.458,,,0.211853001,0.137041174,0.462561137,0.299216536,0.163344601,0.074811827,120
SG062921 Intact_vs_Injured,Munched_Anemone,Intact,6/22/2021,6/29/2021,7,13,A1,0,asw+anemone,0.233,0.133,0.731,,,0.272334727,0.20575523,0.372550926,0.281470904,0.091080022,0.066579496,120
SG062921 Intact_vs_Injured,Munched_Anemone,Intact,6/22/2021,6/29/2021,7,14,B1,0,asw+anemone,0.186,0.096,0.753,,,0.243322089,0.174807749,0.323136904,0.232148405,0.090988499,0.06851434,60
SG062921 Intact_vs_Injured,Munched_Anemone,Intact,6/22/2021,6/29/2021,7,15,C1,0,asw+anemone,0.225,0.167,0.655,,,0.267618617,0.230559647,0.408578042,0.351999462,0.05657858,0.03705897,60
SG062921 Intact_vs_Injured,Munched_Anemone,Intact,6/22/2021,6/29/2021,7,16,A2,0,asw+anemone,0.08,0.107,0.858,,,0.159576912,0.184551234,0.185987077,0.215094678,-0.029107601,-0.024974321,420
SG062921 Intact_vs_Injured,Munched_Anemone,Intact,6/22/2021,6/29/2021,7,17,B2,0,asw+anemone,0.186,0.086,0.608,,,0.243322089,0.165452864,0.400200804,0.272126421,0.128074383,0.077869225,120
SG062921 Intact_vs_Injured,Munched_Anemone,Intact,6/22/2021,6/29/2021,7,18,C2,0,asw+anemone,0.119,0.08,0.736,,,0.194624964,0.159576912,0.264436092,0.216816457,0.047619635,0.035048051,120
SG070121 Intact_vs_Injured,Munched_Anemone,Intact,6/24/2021,7/1/2021,7,19,A1,0,asw+anemone,0.218,0.168,0.655,,,0.263422769,0.231248915,0.402172166,0.353051779,0.049120387,0.032173854,60
SG070121 Intact_vs_Injured,Munched_Anemone,Intact,6/24/2021,7/1/2021,7,20,B1,0,asw+anemone,0.106,0.167,0.462,,,0.18368682,0.230559647,0.39759052,0.499046856,-0.101456336,-0.046872827,180
SG070121 Intact_vs_Injured,Munched_Anemone,Intact,6/24/2021,7/1/2021,7,21,C1,1,asw+anemone,0.372,0.182,0.753,,,0.344109398,0.240691502,0.456984592,0.319643429,0.137341163,0.103417895,60
SG070121 Intact_vs_Injured,Munched_Anemone,Intact,6/24/2021,7/1/2021,7,22,A2,0,asw+anemone,0.143,0.164,0.556,,,0.213350214,0.228479367,0.383723406,0.410934114,-0.027210708,-0.015129154,60
SG070121 Intact_vs_Injured,Munched_Anemone,Intact,6/24/2021,7/1/2021,7,23,B2,1,asw+anemone,0.081,0.249,0.586,,,0.16057117,0.281530037,0.274012236,0.480426684,-0.206414448,-0.120958866,120
SG070121 Intact_vs_Injured,Munched_Anemone,Intact,6/24/2021,7/1/2021,7,24,C2,1,asw+anemone,0.199,0.096,0.632,,,0.251681679,0.174807749,0.398230504,0.276594539,0.121635965,0.07687393,180
SG070621 Intact_vs_Injured,Munched_Anemone,Intact,6/29/2021,7/6/2021,7,25,A1,1,asw+anemone,0.191,0.269,0.651,,,0.246570858,0.292618112,0.378757079,0.449490187,-0.070733108,-0.046047253,0
SG070621 Intact_vs_Injured,Munched_Anemone,Intact,6/29/2021,7/6/2021,7,26,B1,0,asw+anemone,0.209,0.25,0.737,,,0.257927831,0.282094792,0.34996992,0.382760911,-0.032790991,-0.02416696,60
SG070621 Intact_vs_Injured,Munched_Anemone,Intact,6/29/2021,7/6/2021,7,27,C1,0,asw+anemone,0.227,0.273,0.559,,,0.268805402,0.294785683,0.48086834,0.527344692,-0.046476352,-0.025980281,60
SG070621 Intact_vs_Injured,Munched_Anemone,Intact,6/29/2021,7/6/2021,7,28,A2,0,asw+anemone,0.189,0.207,0.663,,,0.245276514,0.25669076,0.369949494,0.387165551,-0.017216057,-0.011414246,60
SG070621 Intact_vs_Injured,Munched_Anemone,Intact,6/29/2021,7/6/2021,7,29,B2,0,asw+anemone,0.114,0.25,0.626,,,0.190492328,0.282094792,0.304300843,0.450630658,-0.146329814,-0.091602464,1020
SG070621 Intact_vs_Injured,Munched_Anemone,Intact,6/29/2021,7/6/2021,7,30,C2,1,asw+anemone,0.055,0.131,0.895,,,0.132314186,0.204202339,0.147837079,0.228159038,-0.080321959,-0.071888153,120
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,1,A1,0,asw+anemone,0.224,0.161,0.567,1,,0.267023247,0.226379972,0.470940471,0.39925921,0.071681261,0.040643275,240
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,2,B1,0,asw+anemone,0.071,0.101,0.507,1,,0.15033297,0.179302255,0.296514734,0.353653362,-0.057138628,-0.028969284,360
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,3,C1,1,asw+anemone,0.126,0.098,0.507,1,,0.200267435,0.176619277,0.395004803,0.348361492,0.046643311,0.023648159,180
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,4,A2,1,asw+anemone,0.107,0.099,0.581,1,,0.184551234,0.177518108,0.31764412,0.305538913,0.012105207,0.007033125,360
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,5,B2,1,asw+anemone,0.239,0.075,0.592,1,,0.275818895,0.154509681,0.465910295,0.260996082,0.204914213,0.121309214,960
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,6,C2,0,asw+anemone,0.276,0.123,0.64,1,,0.296400959,0.197868936,0.463126499,0.309170213,0.153956286,0.098532023,420
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,7,A1,0,asw+anemone,0.154,0.219,0.623,1,,0.22140398,0.264026258,0.355383596,0.423798167,-0.068414572,-0.042622278,660
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,8,B1,1,asw+anemone,0.14,0.157,0.643,1,,0.211100412,0.223550111,0.328305462,0.347667358,-0.019361895,-0.012449699,780
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,10,A2,0,asw+anemone,0.151,0.194,0.64,1,,0.219236842,0.248499734,0.342557565,0.388280835,-0.045723269,-0.029262892,300
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,11,B2,0,asw+anemone,0.148,0.047,0.619,1,,0.217048066,0.122313387,0.35064308,0.197598364,0.153044716,0.094734679,660
SG100521_Injuredslimetrail_vs_Intact,Munched_Anemone+Slime_Trail,Intact,9/28/2021,10/5/2021,7,12,C2,0,asw+anemone,0.069,0.048,0.608,1,,0.14820048,0.123607745,0.243750789,0.203302212,0.040448577,0.024592735,540
SG100721_Injuredslimetrail_vs_intact,Feeding_Conspecific+Slime_Trail,Intact,9/30/2021,10/7/2021,7,13,A1,0,asw+anemone,0.124,0.202,0.658,1,,0.198671653,0.25357168,0.301932604,0.385367295,-0.083434691,-0.054900027,420
SG100721_Injuredslimetrail_vs_intact,Feeding_Conspecific+Slime_Trail,Intact,9/30/2021,10/7/2021,7,14,B1,0,asw+anemone,0.151,0.095,0.731,1,,0.219236842,0.173894908,0.2999136,0.237886332,0.062027269,0.045341933,420
SG100721_Injuredslimetrail_vs_intact,Feeding_Conspecific+Slime_Trail,Intact,9/30/2021,10/7/2021,7,15,C1,1,asw+anemone,0.117,0.072,0.618,1,,0.192982529,0.151387951,0.312269465,0.244964323,0.067305143,0.041594578,480
SG100721_Injuredslimetrail_vs_intact,Feeding_Conspecific+Slime_Trail,Intact,9/30/2021,10/7/2021,7,16,A2,0,asw+anemone,0.126,0.09,0.726,1,,0.200267435,0.169256875,0.275850462,0.233136192,0.04271427,0.03101056,840
SG100721_Injuredslimetrail_vs_intact,Feeding_Conspecific+Slime_Trail,Intact,9/30/2021,10/7/2021,7,17,B2,1,asw+anemone,0.047,0.06,0.474,1,,0.122313387,0.13819766,0.25804512,0.291556244,-0.033511124,-0.015884273,840
SG100721_Injuredslimetrail_vs_intact,Feeding_Conspecific+Slime_Trail,Intact,9/30/2021,10/7/2021,7,18,C2,1,asw+anemone,0.068,0.106,0.634,,,0.147122644,0.18368682,0.232054643,0.289726846,-0.057672203,-0.036564177,600
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,1,A1,0,asw+anemone,0.131,0.064,0.503,,,0.204202339,0.142729929,0.405968864,0.283757315,0.122211549,0.061472409,2160
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,2,B1,0,asw+anemone,0.257,0.061,0.519,,,0.286016854,0.139344548,0.551092204,0.268486605,0.282605599,0.146672306,2760
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,3,C1,0,asw+anemone,0.037,0.091,0.273,,,0.108524033,0.170194593,0.397523931,0.623423419,-0.225899488,-0.06167056,600
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,4,A2,1,asw+anemone,0.066,0.05,0.388,,,0.144942928,0.126156626,0.373564248,0.325145944,0.048418305,0.018786302,960
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,5,B2,1,asw+anemone,0.081,0.148,0.501,,,0.16057117,0.217048066,0.320501338,0.433229674,-0.112728335,-0.056476896,420
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,6,C2,1,asw+anemone,0.076,0.105,0.522,,,0.155536335,0.18281832,0.297962327,0.350226666,-0.05226434,-0.027281985,180
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,7,A1,1,asw+anemone,0.053,0.111,0.311,,,0.129886196,0.187969139,0.417640502,0.604402377,-0.186761875,-0.058082943,600
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,8,B1,1,asw+anemone,0.087,0.055,0.438,,,0.166412019,0.132314186,0.379936117,0.302087182,0.077848935,0.034097833,1020
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,9,C1,0,asw+anemone,0.158,0.096,0.504,,,0.224260924,0.174807749,0.444962151,0.346840772,0.098121379,0.049453175,660
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,10,A2,0,asw+anemone,0.196,0.042,0.34,,,0.249777376,0.115624458,0.734639342,0.340071934,0.394567408,0.134152919,1440
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,11,B2,1,asw+anemone,0.286,0.356,0.361,,,0.301722766,0.336627865,0.835797135,0.932487161,-0.096690025,-0.034905099,300
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,12,C2,1,asw+anemone,0.233,0.135,0.451,,,0.272334727,0.20729649,0.603846401,0.459637449,0.144208952,0.065038237,240
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,13,A1,1,asw+anemone,0.101,0.124,0.514,,,0.179302255,0.198671653,0.348837071,0.386520727,-0.037683655,-0.019369399,600
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,14,A2,1,asw+anemone,0.051,0.134,0.567,,,0.127411947,0.206527298,0.224712428,0.364245675,-0.139533247,-0.079115351,1080
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,15,A1,1,asw+anemone,0.31,0.287,0.398,,,0.314127466,0.302249793,0.789264989,0.75942159,0.029843399,0.011877673,1080
K820211223_SF_feedingcon_slimetrail,Feeding_Conspecific+Slime_Trail,Intact,12/20/2021,12/23/2021,3,16,A2,0,asw+anemone,0.246,0.138,0.284,,,0.279828933,0.209587128,0.985313146,0.737982846,0.2473303,0.070241805,660
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,1,A1,1,asw+anemone,0.069,0.231,0.662,,,0.14820048,0.271163389,0.223867794,0.409612371,-0.185744577,-0.12296291,360
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,2,A2,0,asw+anemone,0.215,0.231,0.533,,,0.261603948,0.271163389,0.490814161,0.508749323,-0.017935162,-0.009559441,300
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,3,B1,1,asw+anemone,0.078,0.13,0.764,,,0.157569575,0.203421447,0.2062429,0.266258439,-0.060015539,-0.045851872,120
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,4,B2,0,asw+anemone,0.166,0.154,0.686,,,0.229868313,0.22140398,0.335085004,0.322746327,0.012338677,0.008464332,1320
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,5,C1,1,asw+anemone,0.06,0.219,0.484,,,0.13819766,0.264026258,0.285532355,0.545508798,-0.259976443,-0.125828599,360
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,6,C2,1,asw+anemone,0.091,0.132,0.578,,,0.170194593,0.204980255,0.294454314,0.35463712,-0.060182806,-0.034785662,2100
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,7,A1,0,asw+anemone,0.293,0.084,0.573,,,0.305392856,0.163517676,0.532971826,0.285371163,0.247600663,0.14187518,1020
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,8,A2,0,asw+anemone,0.147,0.046,0.389,,,0.216313553,0.121005185,0.556075972,0.311067313,0.245008659,0.095308368,540
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,9,B1,0,asw+anemone,0.186,0.335,0.222,,,0.243322089,0.32654833,1.096045444,1.470938424,-0.374892979,-0.083226241,1020
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,10,B2,0,asw+anemone,0.128,0.196,0.397,,,0.201850602,0.249777376,0.508439803,0.629162157,-0.120722354,-0.047926774,1680
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,11,C1,1,asw+anemone,0.117,0.244,0.199,,,0.192982529,0.278689096,0.969761455,1.400447719,-0.430686264,-0.085706567,1680
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,13,A1,1,asw+anemone,,,,,,,,,,,,540
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,14,A2,0,asw+anemone,,,,,,,,,,,,300
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,15,B1,0,asw+anemone,,,,,,,,,,,,600
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,16,B2,0,asw+anemone,,,,,,,,,,,,1200
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,17,C1,0,asw+anemone,,,,,,,,,,,,300
K820211223_SF_munched,Munched_Anemone,Intact,12/20/2021,12/23/2021,3,18,C2,1,asw+anemone,,,,,,,,,,,,540
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,1,B1,1,asw+anemone,,,,,,,,,,,,396
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,2,B2,0,asw+anemone,,,,,,,,,,,,304
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,3,C1,1,asw+anemone,,,,,,,,,,,,304
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,4,C2,1,asw+anemone,,,,,,,,,,,,158
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,5,B1,0,asw+anemone,,,,,,,,,,,,1003
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,6,B2,0,asw+anemone,,,,,,,,,,,,446
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,7,C1,0,asw+anemone,,,,,,,,,,,,999
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,8,A1,1,asw+anemone,0.21,0.179,0.329,,,0.258544147,0.238699538,0.785848472,0.725530512,0.06031796,0.019844609,1169
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,10,B1,0,asw+anemone,0.244,0.073,0.428,,,0.278689096,0.152435631,0.651142748,0.356158017,0.294984731,0.126253465,240
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,11,B2,1,asw+anemone,,,,,,,,,,,,484
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,12,C1,0,asw+anemone,0.07,0.022,0.479,,,0.149270533,0.083682839,0.311629505,0.174703212,0.136926293,0.065587694,199
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,13,C2,1,asw+anemone,,,,,,,,,,,,311
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,14,A1,0,asw+anemone,0.319,0.219,0.625,,,0.318654756,0.264026258,0.50984761,0.422442013,0.087405597,0.054628498,498
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,15,A2,1,asw+anemone,0.524,0.176,0.614,,,0.408404677,0.236690811,0.665154197,0.38548992,0.279664277,0.171713866,290
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,16,B1,0,asw+anemone,0.158,0.245,0.448,,,0.224260924,0.279259596,0.50058242,0.623347313,-0.122764894,-0.054998672,638
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,17,B2,1,asw+anemone,0.561,0.067,0.502,,,0.422577621,0.146036853,0.841788091,0.290910065,0.550878025,0.276540769,91
K820211223_SF_slime trail,Slime_Trail,Intact,12/20/2021,12/23/2021,3,18,C1,0,asw+anemone,0.241,0.298,0.453,,,0.276970545,0.307987575,0.611414006,0.679884271,-0.068470265,-0.03101703,835
